Material,Material Description,Plant,UD code,Batch,Date of Manufacture,SLED/BBD,Created on,Inspection Lot,Short text for the characteristic,Original Value,Lower tolerance limit,Upper tol. limit,InfoField2
ENFB303T0-DR000200,ALMATEX B303T,RB11,A,CH8006,09-08-18,09-08-19,11-08-18,40000051533,Non Volatile Content,65.3,63.0,67.0,JIS K5407
ENFB303T0-DR000200,ALMATEX B303T,RB11,A,CH8006,09-08-18,09-08-19,11-08-18,40000051533,Viscosity,A080,,,JIS K5400
ENFB303T0-DR000200,ALMATEX B303T,RB11,A,CJ8007,09-09-18,09-09-19,09-09-18,40000052532,Acid Value,9.2,8.0,10.0,JIS K5407
ENFB303T0-DR000200,ALMATEX B303T,RB11,A,CJ8007,09-09-18,09-09-19,09-09-18,40000052532,Appearance,A012,,,Visual Check
ENFB303T0-DR000200,ALMATEX B303T,RB11,A,CJ8007,09-09-18,09-09-19,09-09-18,40000052532,Color,1,-999,2,JIS K5400
ENFB303T0-DR000200,ALMATEX B303T,RB11,A,CJ8007,09-09-18,09-09-19,09-09-18,40000052532,Non Volatile Content,64.4,63.0,67.0,JIS K5407
ENFB303T0-DR000200,ALMATEX B303T,RB11,A,CJ8007,09-09-18,09-09-19,09-09-18,40000052532,Viscosity,A091,,,JIS K5400
ENFC20100-DR000200,ALMATEX C201,RB11,A,CA8001,21-01-18,21-01-19,22-01-18,40000043535,Acid Value,13.2,12.0,15.0,JIS K5407
ENFC20100-DR000200,ALMATEX C201,RB11,A,CA8001,21-01-18,21-01-19,22-01-18,40000043535,Appearance,A012,,,Visual Check
ENFC20100-DR000200,ALMATEX C201,RB11,A,CA8001,21-01-18,21-01-19,22-01-18,40000043535,Color,1,-999,3,JIS K5400
ENFC20100-DR000200,ALMATEX C201,RB11,A,CA8001,21-01-18,21-01-19,22-01-18,40000043535,Non Volatile Content,68.2,67.0,69.0,JIS K5407
ENFC20100-DR000200,ALMATEX C201,RB11,A,CA8001,21-01-18,21-01-19,22-01-18,40000043535,Viscosity,A097,,,JIS K5400
ENFC20100-DR000200,ALMATEX C201,RB11,A,CB8002,12-02-18,12-02-19,13-02-18,40000044350,Acid Value,12.7,12.0,15.0,JIS K5407
ENFC20100-DR000200,ALMATEX C201,RB11,A,CB8002,12-02-18,12-02-19,13-02-18,40000044350,Appearance,A012,,,Visual Check
ENFC20100-DR000200,ALMATEX C201,RB11,A,CB8002,12-02-18,12-02-19,13-02-18,40000044350,Color,1,-999,3,JIS K5400
ENFC20100-DR000200,ALMATEX C201,RB11,A,CB8002,12-02-18,12-02-19,13-02-18,40000044350,Non Volatile Content,67.8,67.0,69.0,JIS K5407
ENFC20100-DR000200,ALMATEX C201,RB11,A,CB8002,12-02-18,12-02-19,13-02-18,40000044350,Viscosity,A097,,,JIS K5400
ENFC20100-DR000200,ALMATEX C201,RB11,A,CC8003,15-03-18,15-03-19,16-03-18,40000045701,Acid Value,12.9,12.0,15.0,JIS K5407
ENFC20100-DR000200,ALMATEX C201,RB11,A,CC8003,15-03-18,15-03-19,16-03-18,40000045701,Appearance,A012,,,Visual Check
ENFC20100-DR000200,ALMATEX C201,RB11,A,CC8003,15-03-18,15-03-19,16-03-18,40000045701,Color,1,-999,3,JIS K5400
ENFC20100-DR000200,ALMATEX C201,RB11,A,CC8003,15-03-18,15-03-19,16-03-18,40000045701,Non Volatile Content,68.0,67.0,69.0,JIS K5407
ENFC20100-DR000200,ALMATEX C201,RB11,A,CC8003,15-03-18,15-03-19,16-03-18,40000045701,Viscosity,A099,,,JIS K5400
ENFC20100-DR000200,ALMATEX C201,RB11,A,CH8004,16-08-18,16-08-19,16-08-18,40000051720,Acid Value,12.7,12.0,15.0,JIS K5407
ENFC20100-DR000200,ALMATEX C201,RB11,A,CH8004,16-08-18,16-08-19,16-08-18,40000051720,Appearance,A012,,,Visual Check
ENFC20100-DR000200,ALMATEX C201,RB11,A,CH8004,16-08-18,16-08-19,16-08-18,40000051720,Color,1,-999,3,JIS K5400
ENFC20100-DR000200,ALMATEX C201,RB11,A,CH8004,16-08-18,16-08-19,16-08-18,40000051720,Non Volatile Content,67.8,67.0,69.0,JIS K5407
ENFC20100-DR000200,ALMATEX C201,RB11,A,CH8004,16-08-18,16-08-19,16-08-18,40000051720,Viscosity,A098,,,JIS K5400
ENFC20700-DR000200,ALMATEX C207,RB11,A,CA8001,08-01-18,08-01-19,09-01-18,40000042881,Acid Value,12.7,12.0,15.0,JIS K5407
ENFC20700-DR000200,ALMATEX C207,RB11,A,CA8001,08-01-18,08-01-19,09-01-18,40000042881,Appearance,A012,,,Visual Check
ENFC20700-DR000200,ALMATEX C207,RB11,A,CA8001,08-01-18,08-01-19,09-01-18,40000042881,Color,1,-999,3,JIS K5400
ENFC20700-DR000200,ALMATEX C207,RB11,A,CA8001,08-01-18,08-01-19,09-01-18,40000042881,Non Volatile Content,66.4,63.5,66.5,JIS K5407
ENFC20700-DR000200,ALMATEX C207,RB11,A,CA8001,08-01-18,08-01-19,09-01-18,40000042881,Viscosity,A117,,,JIS K5400
ENFC20700-DR000200,ALMATEX C207,RB11,A,CB8002,03-02-18,03-02-19,04-02-18,40000043952,Acid Value,12.7,12.0,15.0,JIS K5407
ENFC20700-DR000200,ALMATEX C207,RB11,A,CB8002,03-02-18,03-02-19,04-02-18,40000043952,Appearance,A012,,,Visual Check
ENFC20700-DR000200,ALMATEX C207,RB11,A,CB8002,03-02-18,03-02-19,04-02-18,40000043952,Color,1,-999,3,JIS K5400
ENFC20700-DR000200,ALMATEX C207,RB11,A,CB8002,03-02-18,03-02-19,04-02-18,40000043952,Non Volatile Content,65.6,63.5,66.5,JIS K5407
ENFC20700-DR000200,ALMATEX C207,RB11,A,CB8002,03-02-18,03-02-19,04-02-18,40000043952,Viscosity,A119,,,JIS K5400
ENFKH113T-DR000200,ALMATEX KH113(T),RB11,A,CB8001,18-02-18,18-02-19,19-02-18,40000044661,Acid Value,10.7,9.0,12.0,JIS K5407
ENFKH113T-DR000200,ALMATEX KH113(T),RB11,A,CB8001,18-02-18,18-02-19,19-02-18,40000044661,Appearance,A012,,,Visual Check
ENFKH113T-DR000200,ALMATEX KH113(T),RB11,A,CB8001,18-02-18,18-02-19,19-02-18,40000044661,Color,1,-999,3,JIS K5400
ENFKH113T-DR000200,ALMATEX KH113(T),RB11,A,CB8001,18-02-18,18-02-19,19-02-18,40000044661,Crater,3,0,4,TMSC(A4 x 2Panel)
ENFKH113T-DR000200,ALMATEX KH113(T),RB11,A,CB8001,18-02-18,18-02-19,19-02-18,40000044661,Non Volatile Content,56.8,56.0,58.0,JIS K5407
ENFKH113T-DR000200,ALMATEX KH113(T),RB11,A,CB8001,18-02-18,18-02-19,19-02-18,40000044661,Viscosity,A069,,,JIS K5400
ENFKH113T-DR000200,ALMATEX KH113(T),RB11,A,CE8002,14-05-18,14-05-19,14-05-18,40000048106,Acid Value,10.7,9.0,12.0,JIS K5407
ENFKH113T-DR000200,ALMATEX KH113(T),RB11,A,CE8002,14-05-18,14-05-19,14-05-18,40000048106,Appearance,A012,,,Visual Check
ENFKH113T-DR000200,ALMATEX KH113(T),RB11,A,CE8002,14-05-18,14-05-19,14-05-18,40000048106,Color,1,-999,3,JIS K5400
ENFKH113T-DR000200,ALMATEX KH113(T),RB11,A,CE8002,14-05-18,14-05-19,14-05-18,40000048106,Crater,2,0,4,TMSC(A4 x 2Panel)
ENFKH113T-DR000200,ALMATEX KH113(T),RB11,A,CE8002,14-05-18,14-05-19,14-05-18,40000048106,Non Volatile Content,56.5,56.0,58.0,JIS K5407
ENFKH113T-DR000200,ALMATEX KH113(T),RB11,A,CE8002,14-05-18,14-05-19,14-05-18,40000048106,Viscosity,A069,,,JIS K5400
ENFKH210T-DR000200,ALMATEX KH210(T),RB11,A,CC8001,20-03-18,20-03-19,21-03-18,40000046031,Acid Value,12.4,12.0,14.0,JIS K5407
ENFKH210T-DR000200,ALMATEX KH210(T),RB11,A,CC8001,20-03-18,20-03-19,21-03-18,40000046031,Appearance,A012,,,Visual Check
ENFKH210T-DR000200,ALMATEX KH210(T),RB11,A,CC8001,20-03-18,20-03-19,21-03-18,40000046031,Color,1,-999,3,JIS K5400
ENFKH210T-DR000200,ALMATEX KH210(T),RB11,A,CC8001,20-03-18,20-03-19,21-03-18,40000046031,Crater,2,0,4,TMSC(A4 x 2Panel)
ENFKH210T-DR000200,ALMATEX KH210(T),RB11,A,CC8001,20-03-18,20-03-19,21-03-18,40000046031,Non Volatile Content,56.7,56.0,58.0,JIS K5407
ENFKH210T-DR000200,ALMATEX KH210(T),RB11,A,CC8001,20-03-18,20-03-19,21-03-18,40000046031,Viscosity,A076,,,JIS K5400
ENFKH210T-DR000200,ALMATEX KH210(T),RB11,A,CJ8002,04-09-18,04-09-19,06-09-18,40000052388,Acid Value,12.2,12.0,14.0,JIS K5407
ENFKH210T-DR000200,ALMATEX KH210(T),RB11,A,CJ8002,04-09-18,04-09-19,06-09-18,40000052388,Appearance,A012,,,Visual Check
ENFKH210T-DR000200,ALMATEX KH210(T),RB11,A,CJ8002,04-09-18,04-09-19,06-09-18,40000052388,Color,1,-999,3,JIS K5400
ENFKH210T-DR000200,ALMATEX KH210(T),RB11,A,CJ8002,04-09-18,04-09-19,06-09-18,40000052388,Crater,1,0,4,TMSC(A4 x 2Panel)
ENFKH210T-DR000200,ALMATEX KH210(T),RB11,A,CJ8002,04-09-18,04-09-19,06-09-18,40000052388,Non Volatile Content,57.0,56.0,58.0,JIS K5407
ENFKH210T-DR000200,ALMATEX KH210(T),RB11,A,CJ8002,04-09-18,04-09-19,06-09-18,40000052388,Viscosity,A073,,,JIS K5400
ENFL20580-DR000200,ALMATEX L2058,RB11,A,CC8001,01-03-18,01-03-19,02-03-18,40000045125,Acid Value,0.7,0.5,2.5,JIS K5407
ENFL20580-DR000200,ALMATEX L2058,RB11,A,CC8001,01-03-18,01-03-19,02-03-18,40000045125,Appearance,A012,,,Visual Check
ENFL20580-DR000200,ALMATEX L2058,RB11,A,CC8001,01-03-18,01-03-19,02-03-18,40000045125,Color,1,-999,3,JIS K5400
ENFL20580-DR000200,ALMATEX L2058,RB11,A,CC8001,01-03-18,01-03-19,02-03-18,40000045125,Non Volatile Content,49.0,48.5,51.5,JIS K5407
ENFL20580-DR000200,ALMATEX L2058,RB11,A,CC8001,01-03-18,01-03-19,02-03-18,40000045125,Viscosity,A119,,,JIS K5400
ENFL20580-DR000200,ALMATEX L2058,RB11,A,CH8002,01-08-18,01-08-19,03-08-18,40000051122,Acid Value,0.6,0.5,2.5,JIS K5407
ENFL20580-DR000200,ALMATEX L2058,RB11,A,CH8002,01-08-18,01-08-19,03-08-18,40000051122,Appearance,A012,,,Visual Check
ENFL20580-DR000200,ALMATEX L2058,RB11,A,CH8002,01-08-18,01-08-19,03-08-18,40000051122,Color,1,-999,3,JIS K5400
ENFL20580-DR000200,ALMATEX L2058,RB11,A,CH8002,01-08-18,01-08-19,03-08-18,40000051122,Non Volatile Content,48.6,48.5,51.5,JIS K5407
ENFL20580-DR000200,ALMATEX L2058,RB11,A,CH8002,01-08-18,01-08-19,03-08-18,40000051122,Viscosity,A118,,,JIS K5400
ENFP64600-DR000200,ALMATEX P646,RB11,A,CD8001,29-04-18,29-04-19,29-04-18,40000047486,Acid Value,4.3,3.0,7.0,JIS K5407
ENFP64600-DR000200,ALMATEX P646,RB11,A,CD8001,29-04-18,29-04-19,29-04-18,40000047486,Appearance,A012,,,Visual Check
ENFP64600-DR000200,ALMATEX P646,RB11,A,CD8001,29-04-18,29-04-19,29-04-18,40000047486,Color,1,-999,3,JIS K5400
ENFP64600-DR000200,ALMATEX P646,RB11,A,CD8001,29-04-18,29-04-19,29-04-18,40000047486,Non Volatile Content,60.2,58.5,61.5,JIS K5407
ENFP64600-DR000200,ALMATEX P646,RB11,A,CD8001,29-04-18,29-04-19,29-04-18,40000047486,Viscosity,A104,,,JIS K5400
ENGAL9009-DR000100,ALMATEX-A-9009,RB11,A,CA8001,13-01-18,12-07-18,16-01-18,40000043247,Appearance,A001,,,Visual Check
ENGAL9009-DR000100,ALMATEX-A-9009,RB11,A,CA8001,13-01-18,12-07-18,16-01-18,40000043247,Color,A005,,,Visual Check
ENGAL9009-DR000100,ALMATEX-A-9009,RB11,A,CA8001,13-01-18,12-07-18,16-01-18,40000043247,Non Volatile Content,49.1,48.0,50.0,1.5g./150oC/30min
ENGAL9009-DR000100,ALMATEX-A-9009,RB11,A,CA8001,13-01-18,12-07-18,16-01-18,40000043247,Particle Size,0.193,0.170,0.230,UV-VIS Spectrophotom
ENGAL9009-DR000100,ALMATEX-A-9009,RB11,A,CA8001,13-01-18,12-07-18,16-01-18,40000043247,pH,8.66,7.00,9.50,"30oC,pH Meter"
ENGAL9009-DR000100,ALMATEX-A-9009,RB11,A,CA8001,13-01-18,12-07-18,16-01-18,40000043247,Specific Gravity,1.067,1.020,1.140,"30oC,Hydrometer"
ENGAL9009-DR000100,ALMATEX-A-9009,RB11,A,CA8001,13-01-18,12-07-18,16-01-18,40000043247,Viscosity,55.1,-999.0,99.9,"30oC,Viscometer"
ENGAL9009-DR000100,ALMATEX-A-9009,RB11,A,CA8002,24-01-18,23-07-18,01-02-18,40000043853,Appearance,A001,,,Visual Check
ENGAL9009-DR000100,ALMATEX-A-9009,RB11,A,CA8002,24-01-18,23-07-18,01-02-18,40000043853,Color,A005,,,Visual Check
ENGAL9009-DR000100,ALMATEX-A-9009,RB11,A,CA8002,24-01-18,23-07-18,01-02-18,40000043853,Non Volatile Content,49.5,48.0,50.0,1.5g./150oC/30min
ENGAL9009-DR000100,ALMATEX-A-9009,RB11,A,CA8002,24-01-18,23-07-18,01-02-18,40000043853,Particle Size,0.188,0.170,0.230,UV-VIS Spectrophotom
ENGAL9009-DR000100,ALMATEX-A-9009,RB11,A,CA8002,24-01-18,23-07-18,01-02-18,40000043853,pH,8.72,7.00,9.50,"30oC,pH Meter"
ENGAL9009-DR000100,ALMATEX-A-9009,RB11,A,CA8002,24-01-18,23-07-18,01-02-18,40000043853,Specific Gravity,1.069,1.020,1.140,"30oC,Hydrometer"
ENGAL9009-DR000100,ALMATEX-A-9009,RB11,A,CA8002,24-01-18,23-07-18,01-02-18,40000043853,Viscosity,57.5,-999.0,99.9,"30oC,Viscometer"
ENGAL9009-DR000100,ALMATEX-A-9009,RB11,A,CC8004,09-03-18,05-09-18,09-03-18,40000045410,Appearance,A001,,,Visual Check
ENGAL9009-DR000100,ALMATEX-A-9009,RB11,A,CC8004,09-03-18,05-09-18,09-03-18,40000045410,Color,A005,,,Visual Check
ENGAL9009-DR000100,ALMATEX-A-9009,RB11,A,CC8004,09-03-18,05-09-18,09-03-18,40000045410,Non Volatile Content,49.1,48.0,50.0,1.5g./150oC/30min
ENGAL9009-DR000100,ALMATEX-A-9009,RB11,A,CC8004,09-03-18,05-09-18,09-03-18,40000045410,Particle Size,0.208,0.170,0.230,UV-VIS Spectrophotom
ENGAL9009-DR000100,ALMATEX-A-9009,RB11,A,CC8004,09-03-18,05-09-18,09-03-18,40000045410,pH,8.68,7.00,9.50,"30oC,pH Meter"
ENGAL9009-DR000100,ALMATEX-A-9009,RB11,A,CC8004,09-03-18,05-09-18,09-03-18,40000045410,Specific Gravity,1.065,1.020,1.140,"30oC,Hydrometer"
ENGAL9009-DR000100,ALMATEX-A-9009,RB11,A,CC8004,09-03-18,05-09-18,09-03-18,40000045410,Viscosity,50.0,-999.0,99.9,"30oC,Viscometer"
ENGAL9009-DR000100,ALMATEX-A-9009,RB11,A,CC8005,25-03-18,21-09-18,27-03-18,40000046266,Appearance,A001,,,Visual Check
ENGAL9009-DR000100,ALMATEX-A-9009,RB11,A,CC8005,25-03-18,21-09-18,27-03-18,40000046266,Color,A005,,,Visual Check
ENGAL9009-DR000100,ALMATEX-A-9009,RB11,A,CC8005,25-03-18,21-09-18,27-03-18,40000046266,Non Volatile Content,49.1,48.0,50.0,1.5g./150oC/30min
ENGAL9009-DR000100,ALMATEX-A-9009,RB11,A,CC8005,25-03-18,21-09-18,27-03-18,40000046266,Particle Size,0.198,0.170,0.230,UV-VIS Spectrophotom
ENGAL9009-DR000100,ALMATEX-A-9009,RB11,A,CC8005,25-03-18,21-09-18,27-03-18,40000046266,pH,8.75,7.00,9.50,"30oC,pH Meter"
ENGAL9009-DR000100,ALMATEX-A-9009,RB11,A,CC8005,25-03-18,21-09-18,27-03-18,40000046266,Specific Gravity,1.062,1.020,1.140,"30oC,Hydrometer"
ENGAL9009-DR000100,ALMATEX-A-9009,RB11,A,CC8005,25-03-18,21-09-18,27-03-18,40000046266,Viscosity,58.1,-999.0,99.9,"30oC,Viscometer"
ENGAL9009-DR000100,ALMATEX-A-9009,RB11,A,CD8006,01-04-18,28-09-18,03-04-18,40000046592,Appearance,A001,,,Visual Check
ENGAL9009-DR000100,ALMATEX-A-9009,RB11,A,CD8006,01-04-18,28-09-18,03-04-18,40000046592,Color,A005,,,Visual Check
ENGAL9009-DR000100,ALMATEX-A-9009,RB11,A,CD8006,01-04-18,28-09-18,03-04-18,40000046592,Non Volatile Content,48.7,48.0,50.0,1.5g./150oC/30min
ENGAL9009-DR000100,ALMATEX-A-9009,RB11,A,CD8006,01-04-18,28-09-18,03-04-18,40000046592,Particle Size,0.204,0.170,0.230,UV-VIS Spectrophotom
ENGAL9009-DR000100,ALMATEX-A-9009,RB11,A,CD8006,01-04-18,28-09-18,03-04-18,40000046592,pH,8.54,7.00,9.50,"30oC,pH Meter"
ENGAL9009-DR000100,ALMATEX-A-9009,RB11,A,CD8006,01-04-18,28-09-18,03-04-18,40000046592,Specific Gravity,1.068,1.020,1.140,"30oC,Hydrometer"
ENGAL9009-DR000100,ALMATEX-A-9009,RB11,A,CD8006,01-04-18,28-09-18,03-04-18,40000046592,Viscosity,49.8,-999.0,99.9,"30oC,Viscometer"
ENGAL9009-DR000200,ALMATEX-A-9009,RB11,A,CA8001,13-01-18,12-07-18,20-01-18,40000043486,Appearance,A001,,,Visual Check
ENGAL9009-DR000200,ALMATEX-A-9009,RB11,A,CA8001,13-01-18,12-07-18,20-01-18,40000043486,Color,A005,,,Visual Check
ENGAL9009-DR000200,ALMATEX-A-9009,RB11,A,CA8001,13-01-18,12-07-18,20-01-18,40000043486,Non Volatile Content,49.1,48.0,50.0,1.5g./150oC/30min
ENGAL9009-DR000200,ALMATEX-A-9009,RB11,A,CA8001,13-01-18,12-07-18,20-01-18,40000043486,Particle Size,0.193,0.170,0.230,UV-VIS Spectrophotom
ENGAL9009-DR000200,ALMATEX-A-9009,RB11,A,CA8001,13-01-18,12-07-18,20-01-18,40000043486,pH,8.66,7.00,9.50,"30oC,pH Meter"
