Plant,Created on,Inspection Lot,Material,Material Description,Batch,Date of Manufacture,Inspection Type,Insp. Lot Quantity,Base unit of measure,Order,SLED/BBD,Material to Which the Quantity is Posted,UD code,Movement Type,Material Document,Short text for the characteristic,Upper tol. limit,Lower tolerance limit,Int. unit/measure.,Original Value,InfoField2
RB11,08-07-18,40000050497,RKOSN500B-CN000250,SN-500B,780709,05-07-18,Z04,0.000,KG,1023652,02-11-18,Usage decision has been made,A,101,5000233711,Specific Gravity,2.154,2.136,,2.1467,JIS K7232
RB11,08-07-18,40000050499,RKA506000-DR000200,ACRYLAX-506,CG8073,08-07-18,Z04,0.000,KG,1023748,04-01-19,Usage decision has been made,A,101,5000233712,Viscosity,99.9,-999,cP,11.4,"30oC,Viscometer"
RB11,08-07-18,40000050499,RKA506000-DR000200,ACRYLAX-506,CG8073,08-07-18,Z04,0.000,KG,1023748,04-01-19,Usage decision has been made,A,101,5000233712,Non Volatile Content,46,44,%,45.2,1.5g./150oC/30min
RB11,08-07-18,40000050499,RKA506000-DR000200,ACRYLAX-506,CG8073,08-07-18,Z04,0.000,KG,1023748,04-01-19,Usage decision has been made,A,101,5000233712,Specific Gravity,1.14,1.02,,1.078,"30oC,Hydrometer"
RB11,08-07-18,40000050499,RKA506000-DR000200,ACRYLAX-506,CG8073,08-07-18,Z04,0.000,KG,1023748,04-01-19,Usage decision has been made,A,101,5000233712,Particle Size,0.28,0.15,Micron,0.219,UV-VIS Spectrophotom
RB11,08-07-18,40000050499,RKA506000-DR000200,ACRYLAX-506,CG8073,08-07-18,Z04,0.000,KG,1023748,04-01-19,Usage decision has been made,A,101,5000233712,ART,210,95,cP,125.5,30oC
RB11,08-07-18,40000050499,RKA506000-DR000200,ACRYLAX-506,CG8073,08-07-18,Z04,"9,600.000",KG,1023748,04-01-19,Usage decision has been made,A,101,5000233712,pH,6,4,,5.3,"30oC,pH Meter"
RB11,08-07-18,40000050501,ENGSE3100-BLK01000,ALMATEX SE310,CG8049,08-07-18,Z04,0.000,KG,1023741,04-01-19,Usage decision has been made,A,101,5000233713,Viscosity,3500,500,cP,1340,"30oC,Viscometer"
RB11,08-07-18,40000050501,ENGSE3100-BLK01000,ALMATEX SE310,CG8049,08-07-18,Z04,0.000,KG,1023741,04-01-19,Usage decision has been made,A,101,5000233713,Non Volatile Content,47,43,%,45.6,1.5g./150oC/30min
RB11,08-07-18,40000050501,ENGSE3100-BLK01000,ALMATEX SE310,CG8049,08-07-18,Z04,0.000,KG,1023741,04-01-19,Usage decision has been made,A,101,5000233713,Particle Size,0.16,0.09,Micron,0.12,UV-VIS Spectrophotom
RB11,08-07-18,40000050501,ENGSE3100-BLK01000,ALMATEX SE310,CG8049,08-07-18,Z04,"10,690.000",KG,1023741,04-01-19,Usage decision has been made,A,101,5000233713,pH,9.5,7.5,,8.39,"30oC,pH Meter"
RB11,08-07-18,40000050503,RKA9612BT-BLK06000,ACRYLAX-9612BT,CG8052,08-07-18,Z04,0.000,KG,1023750,04-01-19,Usage decision has been made,A,101,5000233714,Viscosity,500,0,cP,92,"30oC,Viscometer"
RB11,08-07-18,40000050503,RKA9612BT-BLK06000,ACRYLAX-9612BT,CG8052,08-07-18,Z04,0.000,KG,1023750,04-01-19,Usage decision has been made,A,101,5000233714,Non Volatile Content,46,44,%,45.1,1.5g./150oC/30min
RB11,08-07-18,40000050503,RKA9612BT-BLK06000,ACRYLAX-9612BT,CG8052,08-07-18,Z04,0.000,KG,1023750,04-01-19,Usage decision has been made,A,101,5000233714,Particle Size,0.25,0.15,Micron,0.166,UV-VISIBLE
RB11,08-07-18,40000050503,RKA9612BT-BLK06000,ACRYLAX-9612BT,CG8052,08-07-18,Z04,"5,150.000",KG,1023750,04-01-19,Usage decision has been made,A,101,5000233714,pH,9.5,7.5,,8.38,"30oC,pH Meter"
RB11,08-07-18,40000050505,RKA3351H1-DR000200,ACRYLAX-3351HB-10,CG8004,08-07-18,Z04,0.000,KG,1023751,04-01-19,Usage decision has been made,A,101,5000233715,Viscosity,100,-999,cP,33.8,"30oC,Viscometer"
RB11,08-07-18,40000050505,RKA3351H1-DR000200,ACRYLAX-3351HB-10,CG8004,08-07-18,Z04,0.000,KG,1023751,04-01-19,Usage decision has been made,A,101,5000233715,Non Volatile Content,51,49,%,50.1,1.5g./150oC/30min
RB11,08-07-18,40000050505,RKA3351H1-DR000200,ACRYLAX-3351HB-10,CG8004,08-07-18,Z04,0.000,KG,1023751,04-01-19,Usage decision has been made,A,101,5000233715,Specific Gravity,1.14,1.02,,1.073,"30oC,Hydrometer"
RB11,08-07-18,40000050505,RKA3351H1-DR000200,ACRYLAX-3351HB-10,CG8004,08-07-18,Z04,0.000,KG,1023751,04-01-19,Usage decision has been made,A,101,5000233715,Particle Size,0.35,0.25,Micron,0.292,UV-VIS Spectrophotom
RB11,08-07-18,40000050505,RKA3351H1-DR000200,ACRYLAX-3351HB-10,CG8004,08-07-18,Z04,"1,721.000",KG,1023751,04-01-19,Usage decision has been made,A,101,5000233715,pH,3.5,1.5,,2.14,"30oC,pH Meter"
